epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
46,16737.5,0.76127,1.29486,1.20935,0.832110,0.864430,0.867580,0.590990,0.86889,1.1122,1.34401,3.63571e-05,3.63571e-05,3.63571e-05
47,17097.5,0.76686,1.29552,1.2106,0.832130,0.863380,0.867340,0.591160,0.86792,1.11161,1.34314,3.49429e-05,3.49429e-05,3.49429e-05
48,17461.3,0.76579,1.28537,1.21083,0.830360,0.866650,0.868130,0.592420,0.86746,1.11043,1.34261,3.35286e-05,3.35286e-05,3.35286e-05
49,17824.3,0.7609,1.27869,1.20619,0.829620,0.868250,0.868110,0.592400,0.86713,1.10945,1.34237,3.21143e-05,3.21143e-05,3.21143e-05
50,18188.4,0.76519,1.26506,1.21014,0.829770,0.869120,0.869780,0.592330,0.86712,1.10769,1.34224,3.07e-05,3.07e-05,3.07e-05
51,18550.8,0.76079,1.28098,1.20639,0.832320,0.867740,0.870730,0.591850,0.86737,1.10588,1.34256,2.92857e-05,2.92857e-05,2.92857e-05
52,18911.4,0.76092,1.25961,1.20679,0.842190,0.856810,0.870470,0.591020,0.86714,1.10487,1.34264,2.78714e-05,2.78714e-05,2.78714e-05
53,19276.3,0.75892,1.25763,1.20598,0.842610,0.850930,0.870770,0.589780,0.86708,1.10454,1.3426,2.64571e-05,2.64571e-05,2.64571e-05
54,19641.1,0.76005,1.24735,1.20225,0.844800,0.850740,0.871610,0.590550,0.86706,1.10396,1.34254,2.50429e-05,2.50429e-05,2.50429e-05
55,20005.1,0.75786,1.24705,1.20707,0.843120,0.853810,0.871690,0.590450,0.8671,1.10392,1.34275,2.36286e-05,2.36286e-05,2.36286e-05
56,20369.5,0.76177,1.25458,1.20569,0.861050,0.840650,0.871690,0.591300,0.86727,1.1035,1.34291,2.22143e-05,2.22143e-05,2.22143e-05
57,20733.7,0.75675,1.23994,1.20384,0.861670,0.838460,0.871630,0.591090,0.86739,1.103,1.34313,2.08e-05,2.08e-05,2.08e-05
58,21098.1,0.75462,1.23837,1.2016,0.859300,0.840820,0.873030,0.589620,0.86751,1.10221,1.34321,1.93857e-05,1.93857e-05,1.93857e-05
59,21135.7,1.26783,1.376,1.5631,0.805360,0.870710,0.872460,0.598140,1.37439,0.84669,1.75743,1.46819e-05,1.46819e-05,1.46819e-05
60,21491.4,1.27608,1.38129,1.56805,0.807380,0.873570,0.874610,0.608730,1.37364,0.84552,1.75695,1.35195e-05,1.35195e-05,1.35195e-05
61,21846.6,1.2738,1.38338,1.5626,0.809330,0.873070,0.875440,0.609050,1.37243,0.845,1.7555,1.23986e-05,1.23986e-05,1.23986e-05
62,22202.5,1.27111,1.36741,1.56233,0.831250,0.849480,0.873620,0.608960,1.36989,0.8433,1.75345,1.13208e-05,1.13208e-05,1.13208e-05
63,22558.4,1.27035,1.3671,1.56485,0.807950,0.871700,0.873530,0.599030,1.3674,0.84178,1.75207,1.02879e-05,1.02879e-05,1.02879e-05
64,22914.3,1.2724,1.36515,1.56229,0.809910,0.871800,0.874680,0.600580,1.36724,0.84046,1.75203,9.30145e-06,9.30145e-06,9.30145e-06
65,23270.4,1.27066,1.36806,1.56117,0.809510,0.874890,0.875290,0.601920,1.367,0.84019,1.75202,8.36293e-06,8.36293e-06,8.36293e-06
66,23626.3,1.265,1.3652,1.5579,0.809810,0.874930,0.875040,0.601660,1.36736,0.8405,1.75213,7.4738e-06,7.4738e-06,7.4738e-06
67,342.446,0.75434,1.25015,1.20059,0.853480,0.860160,0.873510,0.600110,0.86772,1.10836,1.34254,6.65714e-06,6.65714e-06,6.65714e-06
68,690.661,0.75423,1.23993,1.19909,0.851920,0.862200,0.873430,0.599920,0.86774,1.10881,1.34249,5.24286e-06,5.24286e-06,5.24286e-06
69,1038.67,0.75933,1.25061,1.2016,0.849310,0.864000,0.873390,0.599590,0.86765,1.10854,1.34239,3.82857e-06,3.82857e-06,3.82857e-06
70,1386.8,0.75696,1.2384,1.20494,0.844120,0.871330,0.873600,0.599470,0.86767,1.10841,1.34242,2.41429e-06,2.41429e-06,2.41429e-06
